"","gene","TAD"
"MGC45800","MGC45800","TAD_2587"
"MGC45922","MGC45922","TAD_1688"
"MGC4836","MGC4836","TAD_2454"
"MGC5590","MGC5590","TAD_903"
"MGC87895","MGC87895","TAD_42"
"MGLL","MGLL","TAD_2347"
"MGMT","MGMT","TAD_502"
"MGP","MGP","TAD_725"
"MGST1","MGST1","TAD_727"
"MGST2","MGST2","TAD_2554"
"MIA","MIA","TAD_1657"
"MIA-RAB4B","MIA-RAB4B","TAD_1657"
"MIA2","MIA2","TAD_990"
"MIA3","MIA3","TAD_304"
"MIB1","MIB1","TAD_1524"
"MICAL1","MICAL1","TAD_2917"
"MICAL2;AK026905","MICAL2;AK026905","TAD_533"
"MICALL1","MICALL1","TAD_2193"
"MID1","MID1","TAD_3497"
"MID1IP1","MID1IP1","TAD_3525"
"MID2;BC070370","MID2;BC070370","TAD_3625"
"MIEN1","MIEN1","TAD_1418"
"MIER1","MIER1","TAD_125"
"MIER3","MIER3","TAD_2660"
"MIG7","MIG7","TAD_150"
"MIMT1","MIMT1","TAD_1700"
"MINA","MINA","TAD_2316"
"MINK1","MINK1","TAD_1352"
"MINOS1","MINOS1","TAD_42"
"MIOS","MIOS","TAD_3003"
"MIOX","MIOX","TAD_2217"
"MIP","MIP","TAD_777"
"MIPEP","MIPEP","TAD_875"
"MIR1-1","MIR1-1","TAD_2091"
"MIR1-2","MIR1-2","TAD_1524"
"MIR100","MIR100","TAD_676"
"MIR100HG;BX647608","MIR100HG;BX647608","TAD_676"
"MIR101-1","MIR101-1","TAD_124"
"MIR101-2","MIR101-2","TAD_3338"
"MIR103A1","MIR103A1","TAD_2763"
"MIR103A2","MIR103A2","TAD_1998"
"MIR103B1","MIR103B1","TAD_2763"
"MIR103B2","MIR103B2","TAD_1998"
"MIR105-1","MIR105-1","TAD_3670"
"MIR105-2","MIR105-2","TAD_3670"
"MIR106A","MIR106A","TAD_3649"
"MIR106B","MIR106B","TAD_3119"
"MIR107","MIR107","TAD_450"
"MIR10A","MIR10A","TAD_1441"
"MIR1179","MIR1179","TAD_1178"
"MIR1180","MIR1180","TAD_1386"
"MIR1184-1","MIR1184-1","TAD_3681"
"MIR1185-1","MIR1185-1","TAD_1057"
"MIR1185-2","MIR1185-2","TAD_1057"
"MIR1193","MIR1193","TAD_1057"
"MIR1197","MIR1197","TAD_1057"
"MIR1200","MIR1200","TAD_3031"
"MIR1203","MIR1203","TAD_1441"
"MIR1205","MIR1205","TAD_3318"
"MIR1206","MIR1206","TAD_3318"
"MIR1207","MIR1207","TAD_3318"
"MIR1208","MIR1208","TAD_3318"
"MIR122","MIR122","TAD_1555"
"MIR1225","MIR1225","TAD_1202"
"MIR124-1","MIR124-1","TAD_3205"
"MIR124-2","MIR124-2","TAD_3267"
"MIR124-3","MIR124-3","TAD_2093"
"MIR1243","MIR1243","TAD_2541"
"MIR1245A","MIR1245A","TAD_1934"
"MIR1245B","MIR1245B","TAD_1934"
"MIR1246","MIR1246","TAD_1922"
"MIR1249","MIR1249","TAD_2210"
"MIR1250","MIR1250","TAD_1496"
"MIR1251","MIR1251","TAD_817"
"MIR1258","MIR1258","TAD_1925"
"MIR125A","MIR125A","TAD_1689"
"MIR125B1","MIR125B1","TAD_676"
"MIR125B2","MIR125B2","TAD_2112"
"MIR126","MIR126","TAD_3484"
"MIR1260A","MIR1260A","TAD_1036"
"MIR1260B","MIR1260B","TAD_646"
"MIR1262","MIR1262","TAD_128"
"MIR1264","MIR1264","TAD_3629"
"MIR1265","MIR1265","TAD_356"
"MIR127","MIR127","TAD_1057"
"MIR1270-1","MIR1270-1","TAD_1631"
"MIR1272","MIR1272","TAD_1140"
"MIR1275","MIR1275","TAD_2838"
"MIR1276","MIR1276","TAD_1176"
"MIR1277","MIR1277","TAD_3633"
"MIR1278","MIR1278","TAD_264"
"MIR1279","MIR1279","TAD_792"
"MIR128-1","MIR128-1","TAD_1882"
"MIR128-2","MIR128-2","TAD_2254"
"MIR1280","MIR1280","TAD_2348"
"MIR1281","MIR1281","TAD_2201"
"MIR1283-1","MIR1283-1","TAD_1692"
"MIR1284","MIR1284","TAD_2302"
"MIR1286","MIR1286","TAD_2156"
"MIR1288","MIR1288","TAD_1375"
"MIR1289-2","MIR1289-2","TAD_2727"
"MIR129-1","MIR129-1","TAD_3148"
"MIR129-2","MIR129-2","TAD_561"
"MIR1292","MIR1292","TAD_1996"
"MIR1293","MIR1293","TAD_764"
"MIR1295A","MIR1295A","TAD_242"
"MIR1296","MIR1296","TAD_420"
"MIR1297","MIR1297","TAD_918"
"MIR1298","MIR1298","TAD_3629"
"MIR1301","MIR1301","TAD_1729"
"MIR1305","MIR1305","TAD_2587"
"MIR1306","MIR1306","TAD_2155"
"MIR130A","MIR130A","TAD_582"
"MIR1323","MIR1323","TAD_1692"
"MIR1324","MIR1324","TAD_2307"
"MIR133A2","MIR133A2","TAD_2091"
"MIR133B","MIR133B","TAD_2865"
"MIR134","MIR134","TAD_1057"
"MIR135A1","MIR135A1","TAD_2281"
"MIR135A2","MIR135A2","TAD_817"
"MIR135B","MIR135B","TAD_280"
"MIR136","MIR136","TAD_1057"
"MIR138-1","MIR138-1","TAD_2266"
"MIR138-2","MIR138-2","TAD_1290"
"MIR139","MIR139","TAD_618"
"MIR142","MIR142","TAD_1452"
"MIR143","MIR143","TAD_2746"
"MIR143HG","MIR143HG","TAD_2746"
"MIR144","MIR144","TAD_1395"
"MIR1468","MIR1468","TAD_3553"
"MIR146B","MIR146B","TAD_473"
"MIR1470","MIR1470","TAD_1618"
"MIR147A","MIR147A","TAD_3450"
"MIR148A","MIR148A","TAD_3016"
"MIR148B","MIR148B","TAD_774"
"MIR152","MIR152","TAD_1441"
"MIR153-1","MIR153-1","TAD_1962"
"MIR153-2","MIR153-2","TAD_3189"
"MIR1537","MIR1537","TAD_327"
"MIR1538","MIR1538","TAD_1302"
"MIR154","MIR154","TAD_1057"
"MIR16-1","MIR16-1","TAD_911"
"MIR17HG","MIR17HG","TAD_933"
"MIR181A1","MIR181A1","TAD_269"
"MIR181A2","MIR181A2","TAD_3458"
"MIR181A2HG","MIR181A2HG","TAD_3458"
"MIR181B1","MIR181B1","TAD_269"
"MIR181B2","MIR181B2","TAD_3458"
"MIR182","MIR182","TAD_3150"
"MIR1827","MIR1827","TAD_819"
"MIR183","MIR183","TAD_3150"
"MIR184","MIR184","TAD_1166"
"MIR185","MIR185","TAD_2155"
"MIR187","MIR187","TAD_1533"
"MIR188","MIR188","TAD_3538"
"MIR18B","MIR18B","TAD_3649"
"MIR190A","MIR190A","TAD_1136"
"MIR190B","MIR190B","TAD_217"
"MIR1911","MIR1911","TAD_3629"
"MIR1912","MIR1912","TAD_3629"
"MIR1913","MIR1913","TAD_2980"
"MIR1914","MIR1914","TAD_2094"
"MIR1915","MIR1915","TAD_366"
"MIR192","MIR192","TAD_600"
"MIR193A","MIR193A","TAD_1401"
"MIR193B","MIR193B","TAD_1222"
"MIR194-1","MIR194-1","TAD_300"
"MIR194-2","MIR194-2","TAD_600"
"MIR196A2","MIR196A2","TAD_773"
"MIR197","MIR197","TAD_169"
"MIR1973","MIR1973","TAD_2541"
"MIR1976","MIR1976","TAD_60"
"MIR19B1","MIR19B1","TAD_933"
"MIR19B2","MIR19B2","TAD_3649"
"MIR200A","MIR200A","TAD_2"
"MIR200B","MIR200B","TAD_2"
"MIR202","MIR202","TAD_507"
"MIR203","MIR203","TAD_1063"
"MIR204","MIR204","TAD_3384"
"MIR2052","MIR2052","TAD_3274"
"MIR2053","MIR2053","TAD_3307"
"MIR2054","MIR2054","TAD_2551"
"MIR205HG;MIR205","MIR205HG;MIR205","TAD_289"
"MIR206","MIR206","TAD_2865"
"MIR208A","MIR208A","TAD_972"
"MIR208B","MIR208B","TAD_972"
"MIR20B","MIR20B","TAD_3649"
"MIR21","MIR21","TAD_1456"
"MIR210","MIR210","TAD_513"
"MIR210HG","MIR210HG","TAD_513"
"MIR211","MIR211","TAD_1091"
"MIR2113","MIR2113","TAD_2908"
"MIR2114","MIR2114","TAD_3667"
"MIR2116","MIR2116","TAD_1129"
"MIR2117","MIR2117","TAD_1426"
"MIR215","MIR215","TAD_300"
"MIR216A","MIR216A","TAD_1768"
"MIR216B","MIR216B","TAD_1768"
"MIR217","MIR217","TAD_1768"
"MIR218-1","MIR218-1","TAD_2458"
"MIR218-2","MIR218-2","TAD_2764"
"MIR219-1","MIR219-1","TAD_2836"
"MIR219-2","MIR219-2","TAD_3466"
"MIR2276","MIR2276","TAD_876"
"MIR2278","MIR2278","TAD_3416"
"MIR22HG;AF070569;MIR22","MIR22HG;AF070569;MIR22","TAD_1345"
"MIR2355","MIR2355","TAD_1951"
"MIR2392","MIR2392","TAD_1057"
"MIR23B","MIR23B","TAD_3416"
"MIR23C","MIR23C","TAD_3512"
"MIR2467","MIR2467","TAD_1985"
"MIR25","MIR25","TAD_3119"
"MIR2681","MIR2681","TAD_943"
"MIR2682","MIR2682","TAD_156"
"MIR26A1","MIR26A1","TAD_2257"
"MIR26A2","MIR26A2","TAD_782"
"MIR26B","MIR26B","TAD_1962"
"MIR2909","MIR2909","TAD_1411"
"MIR296","MIR296","TAD_2084"
"MIR2964A","MIR2964A","TAD_3466"
"MIR298","MIR298","TAD_2084"
"MIR299","MIR299","TAD_1057"
"MIR300","MIR300","TAD_1057"
"MIR302B","MIR302B","TAD_2541"
"MIR302F","MIR302F","TAD_1529"
"MIR3065","MIR3065","TAD_1496"
"MIR3074","MIR3074","TAD_3416"
"MIR30A","MIR30A","TAD_2886"
"MIR30B","MIR30B","TAD_3323"
"MIR30C1","MIR30C1","TAD_88"
"MIR30C2","MIR30C2","TAD_2886"
"MIR30D","MIR30D","TAD_3323"
"MIR30E","MIR30E","TAD_88"
"MIR3115","MIR3115","TAD_51"
"MIR3117","MIR3117","TAD_125"
"MIR3119-1","MIR3119-1","TAD_242"
"MIR3119-2","MIR3119-2","TAD_242"
"MIR3120","MIR3120","TAD_243"
"MIR3121","MIR3121","TAD_254"
"MIR3122","MIR3122","TAD_294"
"MIR3123","MIR3123","TAD_329"
"MIR3124","MIR3124","TAD_341"
"MIR3125","MIR3125","TAD_1720"
"MIR3126","MIR3126","TAD_1782"
"MIR3127","MIR3127","TAD_1826"
"MIR3128","MIR3128","TAD_1923"
"MIR3129","MIR3129","TAD_1934"
"MIR3130-1","MIR3130-1","TAD_1951"
"MIR3130-2","MIR3130-2","TAD_1951"
"MIR3131","MIR3131","TAD_1962"
"MIR3132","MIR3132","TAD_1963"
"MIR3134","MIR3134","TAD_3440"
"MIR3140","MIR3140","TAD_2567"
"MIR3141","MIR3141","TAD_2754"
"MIR3145","MIR3145","TAD_2950"
"MIR3147","MIR3147","TAD_3055"
"MIR3148","MIR3148","TAD_3235"
"MIR3150A","MIR3150A","TAD_3289"
"MIR3151","MIR3151","TAD_3301"
"MIR3152","MIR3152","TAD_3346"
"MIR3155A","MIR3155A","TAD_350"
"MIR3155B","MIR3155B","TAD_350"
"MIR3156-1","MIR3156-1","TAD_395"
"MIR3156-2","MIR3156-2","TAD_1519"
"MIR3157","MIR3157","TAD_460"
"MIR3158-1","MIR3158-1","TAD_471"
"MIR3158-2","MIR3158-2","TAD_471"
"MIR3160-1","MIR3160-1","TAD_567"
"MIR3160-2","MIR3160-2","TAD_567"
"MIR3162","MIR3162","TAD_586"
"MIR3165","MIR3165","TAD_617"
"MIR3167","MIR3167","TAD_683"
"MIR3169","MIR3169","TAD_919"
"MIR3170","MIR3170","TAD_939"
"MIR3173","MIR3173","TAD_1050"
"MIR3175","MIR3175","TAD_1185"
"MIR3179-1","MIR3179-1","TAD_1225"
"MIR3180-1","MIR3180-1","TAD_1225"
"MIR3180-4","MIR3180-4","TAD_1226"
"MIR3182","MIR3182","TAD_1324"
"MIR3185","MIR3185","TAD_1442"
"MIR3186","MIR3186","TAD_1497"
"MIR3187","MIR3187","TAD_1578"
"MIR3188","MIR3188","TAD_1625"
"MIR3189","MIR3189","TAD_1625"
"MIR3192","MIR3192","TAD_2013"
"MIR3194","MIR3194","TAD_2076"
"MIR3196","MIR3196","TAD_2093"
"MIR3197","MIR3197","TAD_2135"
"MIR3199-1","MIR3199-1","TAD_2176"
"MIR3199-2","MIR3199-2","TAD_2176"
"MIR31HG","MIR31HG","TAD_3349"
"MIR32","MIR32","TAD_3437"
"MIR3200","MIR3200","TAD_2181"
"MIR3201","MIR3201","TAD_2213"
"MIR320A","MIR320A","TAD_3223"
"MIR320B2","MIR320B2","TAD_310"
"MIR320C1","MIR320C1","TAD_1524"
"MIR320C2","MIR320C2","TAD_1528"
"MIR320D2","MIR320D2","TAD_3657"
"MIR320E","MIR320E","TAD_1673"
"MIR323A","MIR323A","TAD_1057"
"MIR323B","MIR323B","TAD_1057"
"MIR326","MIR326","TAD_625"
"MIR329-1","MIR329-1","TAD_1057"
"MIR329-2","MIR329-2","TAD_1057"
"MIR330","MIR330","TAD_1669"
"MIR331","MIR331","TAD_815"
"MIR337","MIR337","TAD_1057"
"MIR338","MIR338","TAD_1496"
"MIR339","MIR339","TAD_2990"
"MIR33B","MIR33B","TAD_1380"
"MIR340","MIR340","TAD_2783"
"MIR346","MIR346","TAD_444"
"MIR34B;MIR34C","MIR34B;MIR34C","TAD_655"
"MIR3529","MIR3529","TAD_1178"
"MIR3545","MIR3545","TAD_1063"
"MIR3591","MIR3591","TAD_1555"
"MIR3606","MIR3606","TAD_1934"
"MIR3607","MIR3607","TAD_2689"
"MIR3610","MIR3610","TAD_3307"
"MIR3612","MIR3612","TAD_860"
"MIR3613","MIR3613","TAD_911"
"MIR3615","MIR3615","TAD_1482"
"MIR3619","MIR3619","TAD_2212"
"MIR362","MIR362","TAD_3538"
"MIR3621","MIR3621","TAD_3485"
"MIR3622A","MIR3622A","TAD_3232"
"MIR3622B","MIR3622B","TAD_3232"
"MIR363","MIR363","TAD_3649"
"MIR3646","MIR3646","TAD_2057"
"MIR3648","MIR3648","TAD_2098"
"MIR3649","MIR3649","TAD_700"
"MIR3650","MIR3650","TAD_2637"
"MIR365A","MIR365A","TAD_1222"
"MIR365B","MIR365B","TAD_1401"
"MIR3660","MIR3660","TAD_2692"
"MIR3661","MIR3661","TAD_2728"
"MIR3664","MIR3664","TAD_615"
"MIR3665","MIR3665","TAD_927"
"MIR3666","MIR3666","TAD_3140"
"MIR3668","MIR3668","TAD_2951"
"MIR3671","MIR3671","TAD_124"
"MIR3676","MIR3676","TAD_1361"
"MIR3678","MIR3678","TAD_1483"
"MIR3679","MIR3679","TAD_1881"
"MIR3682","MIR3682","TAD_1765"
"MIR3684","MIR3684","TAD_2525"
"MIR3685","MIR3685","TAD_815"
"MIR3687","MIR3687","TAD_2098"
"MIR3688-1","MIR3688-1","TAD_2573"
"MIR3688-2","MIR3688-2","TAD_2573"
"MIR3689A","MIR3689A","TAD_3482"
"MIR3689B","MIR3689B","TAD_3482"
"MIR3689C","MIR3689C","TAD_3482"
"MIR3689D1","MIR3689D1","TAD_3482"
"MIR3689D2","MIR3689D2","TAD_3482"
"MIR3689E","MIR3689E","TAD_3482"
"MIR3689F","MIR3689F","TAD_3482"
"MIR369","MIR369","TAD_1057"
"MIR3690","MIR3690","TAD_3489"
"MIR3691","MIR3691","TAD_2798"
"MIR3692","MIR3692","TAD_2971"
"MIR374A","MIR374A","TAD_3571"
"MIR374B","MIR374B","TAD_3571"
"MIR374C","MIR374C","TAD_3571"
"MIR375","MIR375","TAD_1962"
"MIR376A1","MIR376A1","TAD_1057"
"MIR376A2","MIR376A2","TAD_1057"
"MIR376B","MIR376B","TAD_1057"
"MIR376C","MIR376C","TAD_1057"
"MIR377","MIR377","TAD_1057"
"MIR378C","MIR378C","TAD_504"
"MIR378D1","MIR378D1","TAD_2440"
"MIR378D2","MIR378D2","TAD_3287"
"MIR378E","MIR378E","TAD_2764"
"MIR379","MIR379","TAD_1057"
"MIR380","MIR380","TAD_1057"
"MIR381","MIR381","TAD_1057"
"MIR382","MIR382","TAD_1057"
"MIR383","MIR383","TAD_3213"
"MIR384","MIR384","TAD_3573"
"MIR3907","MIR3907","TAD_3179"
"MIR3908","MIR3908","TAD_854"
"MIR3910-1","MIR3910-1","TAD_3410"
"MIR3910-2","MIR3910-2","TAD_3410"
"MIR3911","MIR3911","TAD_3464"
"MIR3913-1","MIR3913-1","TAD_793"
"MIR3913-2","MIR3913-2","TAD_793"
"MIR3914-1","MIR3914-1","TAD_3077"
"MIR3914-2","MIR3914-2","TAD_3077"
"MIR3916","MIR3916","TAD_339"
"MIR3917","MIR3917","TAD_59"
"MIR3918","MIR3918","TAD_2973"
"MIR3919","MIR3919","TAD_2387"
"MIR3920","MIR3920","TAD_650"
"MIR3921","MIR3921","TAD_2319"
"MIR3922","MIR3922","TAD_822"
"MIR3924","MIR3924","TAD_415"
"MIR3925","MIR3925","TAD_2844"
"MIR3928","MIR3928","TAD_2181"
"MIR3935","MIR3935","TAD_1289"
"MIR3936","MIR3936","TAD_2726"
"MIR3938","MIR3938","TAD_2287"
"MIR3939","MIR3939","TAD_2980"
"MIR3940","MIR3940","TAD_1595"
"MIR3941","MIR3941","TAD_492"
"MIR3942","MIR3942","TAD_1103"
"MIR3943","MIR3943","TAD_3038"
"MIR3944","MIR3944","TAD_508"
"MIR3945","MIR3945","TAD_2593"
"MIR3960","MIR3960","TAD_3464"
"MIR3973","MIR3973","TAD_557"
"MIR3974","MIR3974","TAD_727"
"MIR3975","MIR3975","TAD_1533"
"MIR3976","MIR3976","TAD_1508"
"MIR3977","MIR3977","TAD_2687"
"MIR3978","MIR3978","TAD_3628"
"MIR409","MIR409","TAD_1057"
"MIR410","MIR410","TAD_1057"
"MIR411","MIR411","TAD_1057"
"MIR412","MIR412","TAD_1057"
"MIR421","MIR421","TAD_3571"
"MIR4251","MIR4251","TAD_10"
"MIR4253","MIR4253","TAD_50"
"MIR4254","MIR4254","TAD_72"
"MIR4255","MIR4255","TAD_82"
"MIR4256","MIR4256","TAD_175"
"MIR4257","MIR4257","TAD_209"
"MIR4260","MIR4260","TAD_289"
"MIR4261","MIR4261","TAD_1715"
"MIR4263","MIR4263","TAD_1734"
"MIR4264","MIR4264","TAD_1794"
"MIR4265","MIR4265","TAD_1847"
"MIR4266","MIR4266","TAD_1847"
"MIR4267","MIR4267","TAD_1850"
"MIR4269","MIR4269","TAD_1985"
"MIR4270","MIR4270","TAD_2238"
"MIR4271","MIR4271","TAD_2274"
"MIR4272","MIR4272","TAD_2300"
"MIR4273","MIR4273","TAD_2307"
"MIR4274","MIR4274","TAD_2442"
"MIR4275","MIR4275","TAD_2467"
"MIR4276","MIR4276","TAD_2585"
"MIR4277","MIR4277","TAD_2604"
"MIR4278","MIR4278","TAD_2608"
"MIR4279","MIR4279","TAD_2628"
"MIR4280","MIR4280","TAD_2690"
"MIR4282","MIR4282","TAD_2887"
"MIR4283-1","MIR4283-1","TAD_3066"
"MIR4284","MIR4284","TAD_3080"
"MIR4287","MIR4287","TAD_3233"
"MIR4288","MIR4288","TAD_3234"
"MIR4289","MIR4289","TAD_3404"
"MIR429","MIR429","TAD_2"
"MIR4290","MIR4290","TAD_3408"
"MIR4291","MIR4291","TAD_3414"
"MIR4292","MIR4292","TAD_3485"
"MIR4294","MIR4294","TAD_405"
"MIR4295","MIR4295","TAD_482"
"MIR4296","MIR4296","TAD_497"
"MIR4297","MIR4297","TAD_503"
"MIR4298","MIR4298","TAD_516"
"MIR4299","MIR4299","TAD_533"
"MIR4300","MIR4300","TAD_629"
"MIR4301","MIR4301","TAD_659"
"MIR4302","MIR4302","TAD_732"
"MIR4303","MIR4303","TAD_817"
"MIR4304","MIR4304","TAD_853"
"MIR4306","MIR4306","TAD_941"
"MIR4307","MIR4307","TAD_976"
"MIR4309","MIR4309","TAD_1060"
"MIR431","MIR431","TAD_1057"
"MIR4310","MIR4310","TAD_1109"
"MIR4311","MIR4311","TAD_1142"
"MIR4312","MIR4312","TAD_1148"
"MIR4316","MIR4316","TAD_1486"
"MIR4317","MIR4317","TAD_1508"
"MIR4318","MIR4318","TAD_1535"
"MIR4319","MIR4319","TAD_1536"
"MIR432","MIR432","TAD_1057"
"MIR4320","MIR4320","TAD_1545"
"MIR4321","MIR4321","TAD_1582"
"MIR4322","MIR4322","TAD_1605"
"MIR4323","MIR4323","TAD_1662"
"MIR4324","MIR4324","TAD_1682"
"MIR4325","MIR4325","TAD_2082"
"MIR4326","MIR4326","TAD_2093"
"MIR4327","MIR4327","TAD_2119"
"MIR4328","MIR4328","TAD_3575"
"MIR4329","MIR4329","TAD_3629"
"MIR433","MIR433","TAD_1057"
"MIR4330","MIR4330","TAD_3669"
"MIR4417","MIR4417","TAD_13"
"MIR4422","MIR4422","TAD_114"
"MIR4423","MIR4423","TAD_141"
"MIR4424","MIR4424","TAD_251"
"MIR4427","MIR4427","TAD_323"
"MIR4429","MIR4429","TAD_1719"
"MIR4432","MIR4432","TAD_1770"
"MIR4434","MIR4434","TAD_1776"
"MIR4435-1","MIR4435-1","TAD_1806"
"MIR4437","MIR4437","TAD_1927"
"MIR4439","MIR4439","TAD_1967"
"MIR4440","MIR4440","TAD_1985"
"MIR4441","MIR4441","TAD_1985"
"MIR4446","MIR4446","TAD_2331"
"MIR4449","MIR4449","TAD_2483"
"MIR4450","MIR4450","TAD_2504"
"MIR4451","MIR4451","TAD_2514"
"MIR4454","MIR4454","TAD_2608"
"MIR4456","MIR4456","TAD_2602"
"MIR4457","MIR4457","TAD_2603"
"MIR4460","MIR4460","TAD_2724"
"MIR4462","MIR4462","TAD_2845"
"MIR4464","MIR4464","TAD_2903"
"MIR4465","MIR4465","TAD_2951"
"MIR4466","MIR4466","TAD_2970"
"MIR4468","MIR4468","TAD_3160"
"MIR4469","MIR4469","TAD_3249"
"MIR4470","MIR4470","TAD_3266"
"MIR4471","MIR4471","TAD_3295"
"MIR4472-1","MIR4472-1","TAD_3328"
"MIR4472-2","MIR4472-2","TAD_842"
"MIR4473","MIR4473","TAD_3348"
"MIR4474","MIR4474","TAD_3348"
"MIR4475","MIR4475","TAD_3364"
"MIR4476","MIR4476","TAD_3364"
"MIR4478","MIR4478","TAD_3453"
"MIR4479","MIR4479","TAD_3485"
"MIR448","MIR448","TAD_3629"
"MIR4480","MIR4480","TAD_354"
"MIR4483","MIR4483","TAD_484"
"MIR4484","MIR4484","TAD_498"
"MIR4486","MIR4486","TAD_543"
"MIR4488","MIR4488","TAD_589"
"MIR4490","MIR4490","TAD_642"
"MIR4491","MIR4491","TAD_655"
"MIR4492","MIR4492","TAD_669"
"MIR4493","MIR4493","TAD_678"
"MIR4497","MIR4497","TAD_830"
"MIR4499","MIR4499","TAD_869"
"MIR4500","MIR4500","TAD_932"
"MIR4500HG","MIR4500HG","TAD_932"
"MIR4503","MIR4503","TAD_987"
"MIR4505","MIR4505","TAD_1028"
"MIR4509-1","MIR4509-1","TAD_1085"
"MIR450A1","MIR450A1","TAD_3650"
"MIR450A2","MIR450A2","TAD_3650"
"MIR450B","MIR450B","TAD_3650"
"MIR4510","MIR4510","TAD_1103"
"MIR4511","MIR4511","TAD_1141"
"MIR4513","MIR4513","TAD_1158"
"MIR4514","MIR4514","TAD_1168"
"MIR4515","MIR4515","TAD_1171"
"MIR4518","MIR4518","TAD_1263"
"MIR4519","MIR4519","TAD_1264"
"MIR451A","MIR451A","TAD_1395"
"MIR451B","MIR451B","TAD_1395"
"MIR452","MIR452","TAD_3670"
"MIR4521","MIR4521","TAD_1361"
"MIR4522","MIR4522","TAD_1392"
"MIR4523","MIR4523","TAD_1397"
"MIR4524A","MIR4524A","TAD_1475"
"MIR4526","MIR4526","TAD_1516"
"MIR4529","MIR4529","TAD_1553"
"MIR4531","MIR4531","TAD_1667"
"MIR4532","MIR4532","TAD_2083"
"MIR4533","MIR4533","TAD_2088"
"MIR4535","MIR4535","TAD_2213"
"MIR4536-1","MIR4536-1","TAD_3547"
"MIR4540","MIR4540","TAD_3364"
"MIR455","MIR455","TAD_3446"
"MIR4632","MIR4632","TAD_27"
"MIR4633","MIR4633","TAD_2724"
"MIR4634","MIR4634","TAD_2770"
"MIR4635","MIR4635","TAD_2603"
"MIR4636","MIR4636","TAD_2610"
"MIR4637","MIR4637","TAD_2614"
"MIR4639","MIR4639","TAD_2810"
"MIR4640","MIR4640","TAD_2828"
"MIR4643","MIR4643","TAD_2905"
"MIR4644","MIR4644","TAD_2985"
"MIR4645","MIR4645","TAD_2792"
"MIR4651","MIR4651","TAD_3089"
"MIR4652","MIR4652","TAD_3110"
"MIR4653","MIR4653","TAD_3122"
"MIR4654","MIR4654","TAD_234"
"MIR4655","MIR4655","TAD_2993"
"MIR4659A","MIR4659A","TAD_3198"
"MIR4659B","MIR4659B","TAD_3198"
"MIR4660","MIR4660","TAD_3204"
"MIR4661","MIR4661","TAD_3285"
"MIR4663","MIR4663","TAD_3310"
"MIR4664","MIR4664","TAD_3329"
"MIR4665","MIR4665","TAD_3339"
"MIR4666A","MIR4666A","TAD_316"
"MIR4668","MIR4668","TAD_3440"
"MIR4669","MIR4669","TAD_3481"
"MIR4670","MIR4670","TAD_3412"
"MIR4671","MIR4671","TAD_324"
"MIR4672","MIR4672","TAD_3464"
"MIR4673","MIR4673","TAD_3484"
"MIR4674","MIR4674","TAD_3484"
"MIR4675","MIR4675","TAD_365"
"MIR4676","MIR4676","TAD_430"
"MIR4679-1","MIR4679-1","TAD_449"
"MIR4679-2","MIR4679-2","TAD_449"
"MIR4681","MIR4681","TAD_488"
"MIR4684","MIR4684","TAD_50"
"MIR4689","MIR4689","TAD_13"
"MIR4692","MIR4692","TAD_618"
"MIR4693","MIR4693","TAD_652"
"MIR4694","MIR4694","TAD_543"
"MIR4696","MIR4696","TAD_622"
"MIR4698","MIR4698","TAD_756"
"MIR4699","MIR4699","TAD_802"
"MIR4703","MIR4703","TAD_913"
"MIR4705","MIR4705","TAD_943"
"MIR4708","MIR4708","TAD_1015"
"MIR4711","MIR4711","TAD_117"
"MIR4713","MIR4713","TAD_1123"
"MIR4714","MIR4714","TAD_1189"
"MIR4715","MIR4715","TAD_1084"
"MIR4718","MIR4718","TAD_1221"
"MIR4719","MIR4719","TAD_1317"
"MIR4720","MIR4720","TAD_1322"
"MIR4723","MIR4723","TAD_1394"
"MIR4725","MIR4725","TAD_1401"
"MIR4727","MIR4727","TAD_1415"
"MIR4728","MIR4728","TAD_1418"
"MIR4729","MIR4729","TAD_1455"
"MIR4732","MIR4732","TAD_1395"
"MIR4733","MIR4733","TAD_1400"
"MIR4734","MIR4734","TAD_1415"
"MIR4735","MIR4735","TAD_265"
"MIR4736","MIR4736","TAD_1452"
"MIR4740","MIR4740","TAD_1497"
"MIR4744","MIR4744","TAD_1543"
"MIR4747","MIR4747","TAD_1593"
"MIR4748","MIR4748","TAD_1607"
"MIR4753","MIR4753","TAD_326"
"MIR4754","MIR4754","TAD_1703"
"MIR4755","MIR4755","TAD_2037"
"MIR4756","MIR4756","TAD_2079"
"MIR4759","MIR4759","TAD_2116"
"MIR4760","MIR4760","TAD_2134"
"MIR4762","MIR4762","TAD_2211"
"MIR4763","MIR4763","TAD_2212"
"MIR4764","MIR4764","TAD_2186"
"MIR4765","MIR4765","TAD_1740"
"MIR4766","MIR4766","TAD_2200"
"MIR4767","MIR4767","TAD_3493"
"MIR4768","MIR4768","TAD_3508"
"MIR4769","MIR4769","TAD_3533"
"MIR4770","MIR4770","TAD_3492"
"MIR4772","MIR4772","TAD_1837"
"MIR4773-1","MIR4773-1","TAD_1894"
"MIR4773-2","MIR4773-2","TAD_1894"
"MIR4774","MIR4774","TAD_1911"
"MIR4776-1","MIR4776-1","TAD_1955"
"MIR4776-2","MIR4776-2","TAD_1955"
